texto,intent
ola pessoal como vao meu nome e ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia e um marketplace que nasceu com o proposito de reunir em um so lugar pecas que fazem toda a diferenca no armario e ao mesmo tempo sao faceis de usar os chamados neutros com tcharanz acreditamos que a argi super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo voces,saudacao
oi karyna bom dia tudo bem vamos verificar,saudacao
ola eu encontro as medidas no site,saudacao
sheila essa foi a tabela passada para nos pela marca estamos em contato com eles para ter exatamente a medida do quadril inclusive obrigada pela pergunta pois com ela vamos atualizar o nosso site mas podemos te adiantar que ele tem uma estrutura folgada no quadril entao acreditamos que ele vai dar certo para ti no tamanho num para te passar outra base nas fotos do produto no nosso site a bia esta vestindo o tamanho num,saudacao
boa tarde pessoal tudo bem estava namorando um macacao verde no site da marca d aura porem nao localizei mais saiu de colecao nao tera reposicao aguardo obrigada milene,saudacao
que ai conseguimos encaminhar pro la as tratativas o que acha se puder esclarecer que seria algo mais voltado para o perfil pessoal da bia ou para o curadobia seria bacana entendermos tambem para encaminhar de forma mais assertiva sua mensagem,saudacao
ola boa tarde o num e equivalente ao p num m e num g,saudacao
oi quanto custa a blusa modernosa tem gg,saudacao
ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa num sito de reunir em um sa num lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a marca de vocaas pode se conectar com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas,saudacao
obrigada pelo prestigio foi incrivel te ter de pertinho hoje,saudacao
oii o site curadobia esta fora do ar fui visitar atraves dos link da bio e nao funcionou bjs,saudacao
oi bia tudo bem me chamo alice sou socia da monti uma marca de moda que preza por estilo atemporal e pecas de qualidade estamos buscando consultoras de imagem parceiras para recomendar nossas pecas aos seus clientes e pensei que poderiamos criar algo bem legal juntas o que acha de agendarmos um papo para te contar mais sobre a nossa historia e a ideia de parceria fico no aguardo,saudacao
mas venho com boas noticias a partir de quarta feira teremos reposicao dela se voce ainda tiver interesse me avisa pois ai assim que chegarem eu venho exclusivamente te avisaar,saudacao
ola como tirar daovidas de tamanho da pea a,saudacao
oi pri estao entrando muitas marcas incriveis novas no curadobia porem a oysho nao e uma delas,saudacao
fatima te respondemos no whatsapp mas nao recebemos seu retorno esta tudo bem qualquer coisa sigo aqui a disposicao,saudacao
bom dia gostaria de adquirir essa calca mas nao esta mais disponivel podem me ajudar obrigada,saudacao
boa tarde milene td bem e vc esse macacao nesse tom infelizmente nao tera reposicao mas lancamos ontem o mesmo modelo em preto,saudacao
oie td bem e vc ainda nao mas em breve tera,saudacao
oi claudia que mensagem boa ficamos felizes de voce gostar dos nossos produtos vou confirmar sua compra e te aviso,saudacao
ola como tirar duvidas de tamanho da peca,saudacao
oi pri esta o entrando muitas marcas incraveis novas no curadobia pora c m a oysho na o a c uma delasd,saudacao
boa tarde na pagina da regata podrinha cinza eu nao consigo ver as medidas dos tamanhos acima do g que sao justamente o que visto poderia me enviar essas medidas dos tamanhos gg e xgg por favor,saudacao
qualquer coisa seguimos aqui,saudacao
ola gente bom dia acabei de ver o post da bia sobre camisas somos uma pequena alfaiataria e camisaria e o core da nossa criacao gostaria muito de apresentar nosso produto pra voces se voces acharem conveniente por favor indiquem a melhor forma de contato abraco stella,saudacao
ola kari bom dia tudo bem,saudacao
ola pessoal tudo bem sou a lala cunha user e vim contar um pouco sobre o user estamos em sp e fazemos fotografia vadeos em formato reels direa a o de arte e styling para marcas de acordo com a sua necessidade fazemos trabalhos exclusivos para as marcas e em breve final de mara o tamba c m faremos o nosso pra num ximo shooting collab uma dia ria criada para incluir va rias marcas que taam produtos a serem fotografados necessitam de um material de qualidade mas que na o querem ter um alto valor de investimento nisso o proximo collab sera em uma locaa a o linda e as modelos foram escolhidas a dedo e acho que combina muito com a marca de voces abaixo mando mais infos vamos conversar sobre essas possibilidades fico aqui a disposia a o abraa os lala num num,saudacao
apoio,saudacao
ola td bem fiz uma compra com vc e recebi apenas o tricot vc pode me ajudar muito obrigada desde ja,saudacao
oi ana a marcia fonseca esta em contato com vc ne vamos conversar sim a fernanda tem mto interesse,saudacao
oi anna bom dia tudo bem nos desculpe a falta de resposta vou te mandar mensagem via whatsapp para ficar melhor a nossa comunicacao tudo bem mas pode ficar tranquila pois realmente nosso atendimento funciona prioritariamente durante a semana e nao vamos te deixar desamparada,saudacao
daniela depois me passa seu numero de telefone que ai seguimos a comunicacao por la e pelo e mail,saudacao
bom dia karyna infelizmente na o trabalhamos com cupom para num aa compra aindaa num i mas estamos aqui para te auxiliar no processo inteiro,saudacao
oi danuza bom dia tudo bem pode nos informar por aqui a duvida ou se preferir uma comunicacao mais agil pode nos chamar no nosso whatsapp,saudacao
ola como vai muito prazer meu nome a c ana e trabalho aqui no curadobia na o sei se recordam pora c m conversamos no primeiro semestre do ano passado num sobre esse projeto da bia paes de barros desde la evoluamos bastante e estamos concretizados como um marketplace em potencial crescimento queremos compartilhar com vocaas nosso site para darem uma olhada curadobia com br ainda temos a toruss em foco o que acham de retomarmos contato aguardo vocaas,saudacao
ola que bom que vocaa se interessou por na num s muito bom receber tua mensagem joana infelizmente essa cala a na o esta no curadobia e a c acervo pessoal da bia mesmod esse video tem a finalidade de apresentar as nossas camisas d esperamos que goste,saudacao
oi karyna bom dia vimos que voce mandou as mesmas mensagens pelo nosso whatsapp vamos dar seguimento por la entao tudo bem obrigada,saudacao
obrigada pelo prestigio foi incrivel te ter de pertinho ontem,saudacao
ola boa tarde silvana tudo bem obrigada pela sua mensagem a nossa pantalona jeans esta saindo por r num num qualquer coisa estamos aqui,saudacao
ola bia sou a daniela e gostaria de apresentar minha marca pra vc a queens gate minha socia e eu ja te acompanhamos tem um bom tempo e somos muito fas a sua curadoria com seus neutros com tcharanz reforcou a vontade de apresentar o conceito da nossa marca pra vc vamos completar num ano em agosto e adorariamos um bate papo com vc pra contar nossa historia e nossos planos moro em londres e minha socia em sp e vou deixar meu whatsapp pessoal por conta do fuso aqui e mando o link do nosso insta pra vc dar uma olhadinha obrigada num num num num,saudacao
ola maria luiza td bem obrigada pelo seu interesse a sandalia a c feita de um material ela stico que parece um neoprene para trazer conforto e se moldar nos pa c s d,saudacao
oi julia tudo bem essa e da egrey mais antiga estamos a poucos dias de lancar novos modelos de jeans de uma nova marca que entrara no curadobia assim que lancarmos te mandamos aqui,saudacao
oi gabriela tudo bem ana aqui do time do curadobia estavamos passando por algumas instabilidades mas acredito que agora ja esta tudo resolvido te encaminho aqui o site para ficar mais facil o acesso,saudacao
ola carol td bem e vc pode nos enviar para contato curadobia user com,saudacao
bia voce acaba comigo com tantas coisas lindas do curadobia queria muito que tivesse frete internacional canada eu fico aqui babando,saudacao
ola obrigada qual a previsa o de entrega,saudacao
oi bia sou erika dos user gostaria de saber como voce trabalha em relacao a promocao de produtos meus brincos sao autorais e os fabrico a num anos a producao e num nacional fabricamos desde a liga do metal ate o banho de ouro num k nossos brincos sao todos bordados a mao com um finissimo arame de cobre e depois banhado a ouro espero seu contato obrigada,saudacao
ola meninas seguem meus contatos num num num num daniela masson user com muito bom falar com vcs ontem obrigada falamos na sequaancia por whatsapp d,saudacao
ola julienne bom dia tudo bem que bom receber sua mensagem eu me chamo ana e sou do time curadobia,saudacao
ola vcs tem uma tabela de medidas para essa calca amei e gostaria de escolher o tamanho certo visto num e tenho num num de quadril entao nao tenho certeza do p ou m poderiam me ajudar no aguardo grata adriana baggio,saudacao
oi renata boa tarde ana aqui voce conseguiu dar uma olhada nas opcoes que te mandei qualquer coisa sigo aqui para o que voce precisar ta,saudacao
colar,saudacao
oi bia tudo bem adorei a user o nome ficou demais e claro ja fui olhar as pecas nao localizei tabela de medidas porem pelo tamanho das pecas que vc veste o g provavelmente nao vai caber em mim uso num num a depender da confeccao pense com carinho em fazer uma curadoria para tamanhos normais desejo muito sucesso nessa nova empreitada que deus te abencoe bjos,saudacao
oi maria tudo bem bom dia nosso evento e exclusivo para nossas clientes conhecerem o mix de perto e ocorre duas vezes ao ano o proximo sera em novembro te esperamos,saudacao
boa noite havera reposicao da saia unica preta no tamanho num,saudacao
bom dia beatriz tudo bem obrigada por ter entrado em contato conosco vamos te encaminhar uma mensagem pelo nosso whatsapp oficial edited,saudacao
mas temos varias opcoes qualquer coisa sigo aqui para te auxiliar,saudacao
ola amanda bom dia pea o desculpas pela demora mas o nosso pessoa ta c cnico ainda na o conseguiu simular um erro igual ao que ocorreu com voce por isso a demora em lhe retornar,saudacao
ola bom dia sheila tudo bem que bom que gostou do nosso macacao cool nos temos ele nos tamanhos num num num e num vou te encaminhar o link dele para que possa visualizar no nosso site url,saudacao
oie essa cala a vai ter reposia a o na curadoria,saudacao
ola tudo bem que bom receber sua mensagem meu nome e ana e sou do time curadobia com relacao a sua duvida conversei com a propria bia e ela nos informou que volumes tambem podem funcionar para quem esta um pouco acima desde que tenha um pouco de pele de fora para trazer leveza,saudacao
bom dia sou a gianina marques mineira mae e autora de joias artesanais gostaria de deixar meu insta para vcs conhecerem minhas joias feita com carinho e totalmente exclusiva aguardo o retorno de vcs q tem tanto conhecimento na area desde ja obrigada user,saudacao
ola camila td bem segue aqui o link da blusa que voce gostou qualquer duvida estamos a disposicao ok,saudacao
ola tudo bem ana e vc que bacana vou passar o whatsapp da maia pode falar com ela por gentileza num num,saudacao
ola meninas tudo bem comprei a saia preta da d aura em outubro precisei trocar foram rapidissimos mas so hoje eu soube que nao levaram a sacola com a peca a ser trocada ficou este tempo todo na minha portaria como faco,saudacao
oie sa o lindas pora c m aquele modelo foi o que mais me agradou mas tranquilo super obrigada pela atena a o,saudacao
qualquer coisa seguimos a disposicao por aqui ok,saudacao
oi ana tudo bem na a c poca o pessoal da d aura te instruiu que iriam retirar na sua portaria,saudacao
oi renata boa tarde aqui a c a ana acredito que te respondi por whatsapp certo qualquer coisa estou por aqui,saudacao
oi talita muito bom receber sua mensagem agradecemos demais o contato e que bacana vocaas terem pensado na gente pora c m nesse momento na num s na o estamos trabalhando com produa a o de qualquer forma salvamos o teu contato para futuras oportunidades atenciosamente equipe curadobiad,saudacao
oi clau tudo bem bom dia aqui a c a ana da equipe do curadobia vimos que vocaa se interessou pelo macaca o no video da bia mas na a c poca ele ainda estava em lana amento boa notacia agora esta disponavel d segue o link abaixo para que vocaa possa dar uma olhada,saudacao
ola bom dia me chamo anelisa e gostaria de confirmar se meu pedido foi realizado nao sei se esse e o canal mais adequado para essa solicitacao mas como nao achei no site um campo para falar com voces decidi vir aqui fiz essa compra ontem pelo site e logo depois de finalizar apareceu uma mensagem dizendo que o pagamento nao estava confirmado no entanto no site diz que o pagamento foi efetuado e nao recebi nenhuma mensagem do banco dizendo que o pagamento foi negado alem disso tambem nao recebi um e mail com os dados do pedido muito obrigada desde ja,saudacao
ola bom dia sou muito fa da bia mas nunca comprei no curadoria uma duvida como faco para escolher um tamanho com mais seguranca tem uma tabela de medidas para servir de referencia obrigada,saudacao
oi mari bom dia tudo bem infelizmente essa cala a na o teremos mais reposia a o no curadobia mas estamos com diversas novidades no site qualquer coisa sigo aqui para o que vocaa precisar,saudacao
ola bom dia tudo bem obrigada pela mensagem conferimos aqui e aparentou estar tudo certo aproveito para mandar o link por aqui,saudacao
boa tarde estava previsto pra chegar hoje minha encomenda porem nada foi entregue,saudacao
mas a experiaancia de compra na o foi legal,saudacao
oi daniela que bacana muito obrigada por acompanharem e curtirem meu trabalho,saudacao
ola dany boa tarde tudo bem sim e com vocaa pea o desculpas por essa demora estou verificando sobre porque ainda na o foi dada sequaancia na troca o processo interno nosso ja foi encaminhado com a troca para o tamanho p,saudacao
uma coisa de lindo,saudacao
ola dany boa tarde tudo bem sim e com voce peco desculpas por essa demora estou verificando sobre porque ainda nao foi dada sequencia na troca o processo interno nosso ja foi encaminhado com a troca para o tamanho p,saudacao
qual seu e mail que ai envio um invite,saudacao
oie em breve trarei uma curadobia de bolsas por aqui tmb,saudacao
bom dia gostei da calca vai ter no site obrigada,saudacao
como uma cratica construtiva vcs deveriam mandar um e mail para confirmar o pedido compro bastante on line e sempre vem o e mail do status do pedido o cliente fica mais seguro da compra,status_pedido
como uma critica construtiva vcs deveriam mandar um e mail para confirmar o pedido compro bastante on line e sempre vem o e mail do status do pedido o cliente fica mais seguro da compra,status_pedido
mas tmb lancarei um aprograma online de estilo pessoala que podera ser baixado por aqui tmb,styling_sugestao_look
muito estilo,styling_sugestao_look
deixa eu tirar outra duvida vc faz consultoria de imagem estilo tb se sim como funciona,styling_sugestao_look
mas tmb lancarei um programa online de estilo pessoal que podera ser baixado por aqui tmb,styling_sugestao_look
estilo,styling_sugestao_look
bia tudo bem tenho uma festa bem legal e o traje a c black and white pensei na blusa pah mas queria saber se o tecido fica vistoso e se vocaa recomenda alguma cala a mais festa para combinar beijos julie,styling_sugestao_look
a modelagem a c grande pode ser tam num,tamanho_modelagem
pora c m a c interessante frisar que a modelagem da cala a a c uma cintura no lugar nem cintura baixa e nem cintura alta,tamanho_modelagem
todas as pea as da mybasic e da lounge num possuem uma ampla grade url url os produtos da cecilia possuem uma modelagem mais ampla url alguns dos produtos da nauanin chegam ata c a numeraa a o xxgg equivalendo a um num url,tamanho_modelagem
modelagem,tamanho_modelagem
fiz uma compra de um casaco com vcs e na o vestiu bem gostaria de trocar por uma cala a fresquinha tamanho m,troca_devolucao
sem problemas mari apenas encaminha pra gente um e mail solicitando que iremos dar sequencia com a troca e mail contato curadobia user com,troca_devolucao
como a c o processo da troca,troca_devolucao
nao vou trocar vou tentar reduzir o gancho,troca_devolucao
entrega devolucao,troca_devolucao
claro pode trocar super,troca_devolucao
como e o processo da troca,troca_devolucao
caso na o fique com como funciona a troca,troca_devolucao
sobre a troca da cala a que comprei quero trocar por um tamanho menor recebi um e mail de vcs no dia num num num respondi mas dps disso na o tive mais retorno,troca_devolucao
caso nao fique com como funciona a troca,troca_devolucao
perfeito obrigada,agradecimento
quero saia preto 46,buscar_produto_por_categoria
quero body verde gg,buscar_produto_por_categoria
quero blazer preto 46,buscar_produto_por_categoria
tem saia preto tamanho g,buscar_produto_por_categoria
tem body verde tamanho 46,buscar_produto_por_categoria
quero vestido preto 36,buscar_produto_por_categoria
tem blazer preto tamanho 42,buscar_produto_por_categoria
quero body verde p,buscar_produto_por_categoria
tem body verde tamanho pp,buscar_produto_por_categoria
tem jaqueta preto tamanho 36,buscar_produto_por_categoria
tem saia verde tamanho 42,buscar_produto_por_categoria
tem body preto tamanho m,buscar_produto_por_categoria
quero camisa verde 42,buscar_produto_por_categoria
tem camisa preto tamanho p,buscar_produto_por_categoria
tem vestido verde tamanho gg,buscar_produto_por_categoria
tem saia verde tamanho 38,buscar_produto_por_categoria
tem camisa verde tamanho pp,buscar_produto_por_categoria
tem camisa preto tamanho pp,buscar_produto_por_categoria
quero camisa preto 38,buscar_produto_por_categoria
quero body verde 46,buscar_produto_por_categoria
tem saia verde tamanho 44,buscar_produto_por_categoria
quero saia preto m,buscar_produto_por_categoria
quero vestido preto g,buscar_produto_por_categoria
quero body verde m,buscar_produto_por_categoria
quero body verde 44,buscar_produto_por_categoria
tem blazer preto tamanho 44,buscar_produto_por_categoria
tem jaqueta verde tamanho 36,buscar_produto_por_categoria
tem blazer preto tamanho pp,buscar_produto_por_categoria
quero jaqueta verde p,buscar_produto_por_categoria
quero blazer verde 36,buscar_produto_por_categoria
e tem ela preta,buscar_produto_por_nome
bia td bom na o estou conseguindo finalizar a compra da aregata podrinhaa coloquei os dados do carta o e no campo cvv eu ponho os naomeros mas o sistema ignora que eu coloquei tentei va rias vezes acho que esta com problemaa,buscar_produto_por_nome
no e mail da nota fiscal nao tem nada,buscar_produto_por_nome
essa gladiadora qual o numero tem num,buscar_produto_por_nome
visto g qual tamanho seria quais cores tem tem a cala a tb,buscar_produto_por_nome
ahhh bom entendi errado entao achei que estava na serra espero que abra o tempo e fiquei um lindo final de semana,buscar_produto_por_nome
temos ela ainda no tamanho num e num,buscar_produto_por_nome
perfeito ana obrigada pelo retorno,despedida
perfeito ja passei pro pessoal realizar a correcao obrigada pelo feedback,despedida
obrigada pela presena a livia,despedida
muito obrigada pela atena a o,despedida
bia esse seu curadobia esta um arraso muito tentador parabens pelo projeto uma duvida qual a sua altura estou interessadissima nessa calca mas sou baixa num cm e geralmente tenho que fazer a barras das calcas o que nao e muito facil com essa obrigada,despedida
queria ver sua sapateira pq tudo a c lindassimo mas seus sapatos sa o escolhidos a dedo tudo a ver com vc semprea esse a c da laia na c,despedida
gabriela entendo sua frustraa a o e a c completamente justificada de fato a marca informou ter tido um pequeno problema de produa a o que na o devera mais ocorrer e por isso acabou enviando atrasado seu pedido sobre o meio de contato estamos providenciando um naomero para atendimento whatsapp por hora estamos apenas com o e mail mas muito em breve ja deixaremos essa opa a o mais fa cil para solua a o de qualquer problema,despedida
estou tentando contato para devolua a o de mercadoria e ningua c m me atende nem por whatsapp e nem e mail comprei um vestido que quero devolver como devo proceder cristina hees num num,despedida
eu estou vendo mesmo que esta demorando mas super obrigada bom final de semana brenda,despedida
obrigada pelo retorno namoro o modelo gladiador me lembro dele mas quando fui procurar ja nao tinha mais,despedida
muito obrigada pelo retorno,despedida
obrigada pela presenca renata vai arrasar demais com o conjuntinho mascavo nosso intimo terracota,despedida
estamos estudando trazer essa categoria para o curadobia pora c m nada de imediato ainda mas muito legal saber do interesse assim que tivermos iremos te manter avisada,despedida
atimo me avise por favor um abraa o e obrigada,despedida
obrigada pelo convite adorei a minha sandalia nova a i,despedida
obrigada,despedida
vou amanha obrigada,despedida
estamos estudando trazer essa categoria para o curadobia porem nada de imediato ainda mas muito legal saber do interesse assim que tivermos iremos te manter avisada,despedida
ate segunda,despedida
ahhh entendia muito obrigada d,despedida
legal obrigada,despedida
obrigada pela presena a,despedida
queria ver sua sapateira pq tudo e lindissimo mas seus sapatos sao escolhidos a dedo tudo a ver com vc sempre esse e da laia ne,despedida
tem vestido verde no m,disponibilidade
tem body preto no gg,disponibilidade
tem body preto no 46,disponibilidade
tem camisa verde no 44,disponibilidade
tem jaqueta verde no 36,disponibilidade
tem blazer preto no 44,disponibilidade
tem saia preto no 40,disponibilidade
tem vestido verde no 44,disponibilidade
tem blazer verde no 44,disponibilidade
tem camisa verde no 38,disponibilidade
tem body preto no p,disponibilidade
tem jaqueta preto no g,disponibilidade
tem blazer verde no 36,disponibilidade
tem saia verde no pp,disponibilidade
tem blazer preto no 38,disponibilidade
tem camisa verde no gg,disponibilidade
tem camisa preto no p,disponibilidade
gostaria a camisa branca tamanho m e possivel,duvida_tamanho
uauuu ameiii linda saia,duvida_tamanho
link da calca por gentileza,duvida_tamanho
outra duvida e sobre o tom certinho dessa jaqueta no site achei que estava num tom diferente dos stories,duvida_tamanho
body mybasic,duvida_tamanho
a calca ficou sobrando muito atras,duvida_tamanho
camisas,duvida_tamanho
segue o link da jaqueta url,duvida_tamanho
comprei a jaqueta,duvida_tamanho
camisa,duvida_tamanho
comprei um body e paguei frete de num dias aoteis pra levar pra uma viagem agora na sexta,duvida_tamanho
elaine para o tamanho num na num s indicamos o tamanho num da saia,duvida_tamanho
fui olhar para comprar o tamanho num dessa calca porem a largura da cintura e do quadril eh a mesma num,duvida_tamanho
erro,erros_plataforma
chico neto cd mara c mar whatsapp num url,falar_com_humano
porem teremos em dezembro um evento presencial para trazer as pecas ao vivo para quem quiser conhecer pessoalmente essa curadobia incrivel feita pela bia,falar_com_humano
qualquer duvida pode tamba c m nos conectar pelo whatsapp d,falar_com_humano
qual o preco,formas_pagamento
preco,formas_pagamento
ja vi e amei esperando a virada do cartao pra perder os juazo,formas_pagamento
chega quando no 04567 010,frete_prazo
valor do frete pro 01255 022,frete_prazo
bia gosto muito das suas bolsas poderia passar umas dicas na o encontrei no seu site a,materiais_cuidados
na verdade eu ja assisti ao vadeo do casaco no site curadobia va rias vezes para tentar chegar a essa conclusa o mas na o consegui,onde_comprar
o site esta passando por problemas,onde_comprar
um dos meus modelos favoritos do site todinh,onde_comprar
alguem poderia entrar em contato comigo por e mail ou whatsapp o site de vcs parece que esta com problemas nao funciona direito nao,onde_comprar
na verdade eu ja assisti ao video do casaco no site curadobia varias vezes para tentar chegar a essa conclusao mas nao consegui,onde_comprar
link compartilhado,onde_comprar
que maximo marca a gente nos seus looks muito feliz que esta curtindo a selecao de pecas logo mais teremos muitas novidades bacanas,pedido_sugestao
eu amo todos os seus looks combina num com o meu estilo queria ter todas as pecas para mim pena que moro do outro lado do mundo,pedido_sugestao
quero um look casual para trabalho uso pp,pedido_sugestao
sugestao,pedido_sugestao
amoooo suas rasteiras nao sao da sua lj mas poderia indicar aonde tem aquela custo beneficio,pedido_sugestao
ola muitissimo obrigada,saudacao
bom dia gil infelizmente nao trabalhamos com cupom para num a compra ainda mas estamos a disposicao para sanar qualquer duvida,saudacao
ola tudo bem estou apaixonada por essa jaqueta bacanuda da foto o prea o de num pula pra setecentos e tanto na hora de comprar a isso mesmo entra um valor de comissa o na hora da compra,saudacao
ola tudo bem sobre qual funcionamento deseja saber,saudacao
karyna bom dia tudo bem desculpe a demora para o esclarecimento da duvida como somos um marketolace trabalhamos com marcas unicas e diferentes como cada uma tem a sua producao optamos por entrar em contato com a marca parceira da calca ontem para confirmar sua duvida e te responder da melhor maneira possivel a marca nos confirmou que as medidas do tamanho num estao corretas com a cintura e o quadril com a mesma medida mesmo isso ocorre pois como e uma peca produzida com elastico na cintura ele acaba ficando na mesma medida do quadril se adequando ao formato do corpo que a usa a unica correcao que ja aproveitamos para fazer que a marca tambem nos informou foi que o tamanho num fa calca tambem deveria estar com a mesma medida na cintura e no quadril num cm pelo mesmo motivo ja vamos corrigir isso no site qualquer outra questao estamos a disposicao karyna,saudacao
oi sandra tudo bem passando aqui para te avisar que o jeans preto que vocaa se interessou no nosso reels um tempinho atra s esta disponavel d,saudacao
ola tentei fazer uma compra e apos entrar com os dados do cartao e senha vem a seguinte tela,saudacao
mas venho com boas notacias a partir de quarta feira teremos reposia a o dela d num se vocaa ainda tiver interesse me avisa pois ai assim que chegarem eu venho exclusivamente te avisaar,saudacao
ola tudo bem estou apaixonada por essa jaqueta bacanuda da foto o preco de num pula pra setecentos e tanto na hora de comprar e isso mesmo entra um valor de comissao na hora da compra,saudacao
ola sou o gerente de vendas da pg game platform quero falar com vocaa sobre parcerias nossa plataforma foi licenciada conjuntamente pelo governo federal brasileiro e pelo governo de curaa ao em outubro vocaa pode se juntar a na num s e lhe daremos altas comissaues entre em contato comigo pelo whatsapp num,saudacao
oi as compras sa o direto no site,saudacao
oi cristiane bom dia obrigada pela sua mensagem na verdade todos os nossos pedidos sao enviados o email de confirmacao imediatamente porem realmente identificamos um erro no nosso sistema que os ultimos pedidos nao estao recebendo a confirmacao ja estamos em contato com o nosso tecnico para resolver obrigada por ter nos informado,saudacao
oi as compras sao direto no site,saudacao
bom dia beatriz tudo bem obrigada por ter entrado em contato conosco vamos entrar em contato com voce pelo nosso whatsapp oficial,saudacao
ola tudo bem e com vcs vi que vcs enviaram um e mail para na num s vou responder vcs por la ok um beijo e muito obrigada pelo contato num,saudacao
ola boa tarde infelizmente na o enviamos para fora do pais mas aceitamos cartaues internacionais com entrega em todo o brasil d,saudacao
qualquer coisa seguimos a disposia a o por aqui ok,saudacao
oi fatima tudo bem bom dia obrigada pela sua mensagem e feedback e muito importante para nos estamos conversando por whatsapp podemos continuar nossa comunicacao por la,saudacao
bom dia maria luiza que bacana que se interessou por essa cala a ela a c muito especial mesmo o valor r num num caso tenha mais alguma duvida na o deixe de nos constatar equipe curadobia a,saudacao
oi esse conjunto marrom a c vendido tamba c m,saudacao
ola bom dia denize tudo bem estamos repondo o estoque da nossa calca quentinha e por isso ela esta temporariamente indisponivel no nosso site assim que ela retornar te avisamos estamos a disposicao para qualquer duvida obrigada por ter entrado em contato conosco,saudacao
ola karyna tudo bem obrigada por ter entrado em contato conosco,saudacao
oi adriana isso ainda nao esta disponivel pois ele e um modelo exclusivo de sao paulo fashion week inclusive fomos semana passada prestigiar a marca reptilia nossa previsao e que esteja disponivel na proxima semana,saudacao
bom dia gostei da cala a vai ter no site obrigada,saudacao
oi tatiana tudo bem infelizmente nao temos o cupom,saudacao
bom dia julienne o que achou da nossa selea a o,saudacao
ola caroline tudo bem obrigada pelo seu interesse em trabalhar conosco no momento nao estamos trabalhando com o contrato de novas pessoas no nosso time mas ja salvamos seus dados para futuras oportunidades caso tenha mais alguma duvida estamos a disposicao equipe curadobia,saudacao
ola anna bom dia seu produto vou enviado dia num num vocaa consegue acompanhar tudo pelo codigo de rastreio abaixo,saudacao
ola bom dia roupas lindas aqui mas na o encontrei muitas opa aues de tamanhos maiores a isso mesmo tenho uma cliente que se enquadraria perfeita nesse estilo mais contempora neo mas a c um tamanho g gg num num poderiam me sugerir algumas opa aues,saudacao
mas paguei por uma coisa que nao recebi,saudacao
ele foi postando dia num com o ca num digo de rastreio aa num br,saudacao
ola emilia boa noite tudo bem agradecemos demais o feedback e pode ter certeza que uma das preocupaa aues que estamos tendo a c seguir na busca por marcas que tragam opa aues e grades que representam o maior naomero de corpos possavel sobre a tabela de medida estamos buscando ajustar obrigada por nos informar e seguiremos aprimorando cada vez mais bjos d,saudacao
boa noite havera reposia a o da saia aonica preta no tamanho num,saudacao
descolado,saudacao
deixa eu tirar outra daovida vc faz consultoria de imagem estilo tb se sim como funciona,styling_sugestao_look
a modelagem e grande pode ser tam num,tamanho_modelagem
porem e interessante frisar que a modelagem da calca e uma cintura no lugar nem cintura baixa e nem cintura alta,tamanho_modelagem
acabei de comprar um conjunto se nao servir posso trocar pelo seu cep deve ser perto da minha casa o meu num num,troca_devolucao
na o vou trocar vou tentar reduzir o gancho,troca_devolucao
