cluster,texto
9,bia sent an attachment
3,nan
3,nan
9,bia sent an attachment
9,bia sent an attachment
3,nan
3,nan
3,nan
3,nan
3,nan
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
9,bia sent an attachment
9,bia sent an attachment
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
9,bia sent an attachment
3,nan
3,nan
9,bia sent an attachment
3,nan
9,bia sent an attachment
3,nan
3,nan
9,you sent an attachment
9,bia sent an attachment
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
9,you sent an attachment
3,nan
3,nan
9,bia sent an attachment
3,nan
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
3,nan
9,bia sent an attachment
3,nan
3,nan
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
3,nan
3,nan
3,nan
3,nan
3,nan
9,bia sent an attachment
9,bia sent an attachment
9,bia sent an attachment
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
9,bia sent an attachment
9,bia sent an attachment
3,nan
3,nan
3,nan
9,bia sent an attachment
9,bia sent an attachment
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
9,bia sent an attachment
9,bia sent an attachment
3,nan
9,bia sent an attachment
3,nan
3,nan
3,nan
3,nan
3,nan
9,bia sent an attachment
3,nan
3,nan
3,nan
9,bia sent an attachment
3,nan
9,bia sent an attachment
3,nan
3,nan
3,nan
3,nan
9,bia sent an attachment
13,d
9,you sent an attachment
3,nan
9,studio sent an attachment
13,d
3,nan
3,nan
3,nan
10,oi bia sou erika dos <user> gostaria de saber como vocaa trabalha em relaa a o a promoa a o de produtos meus brincos sa o autorais e os fabrico a <num> anos a produa a o a c <num> nacional fabricamos desde a liga do metal ata c o banho de ouro <num> k nossos brincos sa o todos bordados a ma o com um finassimo arame de cobre e depois banhado a ouro espero seu contato obrigada
6,ola muitassimo obrigada d
0,ola camila td bem segue aqui o link da blusa que vocaa gostou qualquer duvida estamos a disposia a o ok a
5,<url>
3,nan
3,nan
3,nan
10,ola tudo bem entre em contato com nosso comercial <num>
10,ola como vai muito prazer meu nome a c ana e trabalho aqui no curadobia na o sei se recordam pora c m conversamos no primeiro semestre do ano passado <num> sobre esse projeto da bia paes de barros desde la evoluamos bastante e estamos concretizados como um marketplace em potencial crescimento queremos compartilhar com vocaas nosso site para darem uma olhada curadobia com br ainda temos a pata em foco o que acham de retomarmos contato aguardo vocaas
3,nan
3,nan
3,nan
3,nan
11,ola bom dia as medidas esta o na descria a o de cada pea a
0,ola eu encontro as medidas no site
6,ola boa tarde silvana tudo bem obrigada pela sua mensagem a nossa pantalona jeans esta saindo por r <num> <num> qualquer coisa estamos aquid
12,ola quanto custa a pantalona
9,silvana sent an attachment
7,curtiu uma mensagem
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
10,oi talita muito bom receber sua mensagem agradecemos demais o contato e que bacana vocaas terem pensado na gente pora c m nesse momento na <num> s na o estamos trabalhando com produa a o de qualquer forma salvamos o teu contato para futuras oportunidades atenciosamente equipe curadobiad
10,oiii boa tarde me chamo talita e sou figurinista na emissora cnbc <user> licenciada pela <user> uma emissora nova que transmite jornalismo de nega <num> cios e a c lider mundial no seu segmento temos no nosso elenco grandes nomes do jornalismo incluido carol barcellos rita wu erica reis christiane pelajo zeca camargo natalia ariade estou apenas dando um exemplo do time de peso que faz parte da emissora as meninas sa o a cara da marca elas postam marcam o tem o manequim otimo e sao mega fotogaanicas podemos alinhar a produa a o me ajudem rs vai ser uma parceria incrivel um beijo e aguardo retorno
5,<url>
6,oi silvana tudo bem bom dia quem fala com vocaa a c a ana do time curadobia posso confirmar com vocaa se seria essa camisa que te interessou segue
12,gostaria a camisa branca tamanho m a possavel
7,curtiu uma mensagem
1,imagina qualquer coisa estamos por aqui sa <num> chamar abraa os d
6,mto obrigada msm
0,sim a carol entrou em contato comigo uma fofa super atenciosa
6,oiee bom dia
7,curtiu uma mensagem
1,oie dany bom dia a vala c ria e a lunna entraram em contato com vocaa correto
6,mto obrigada pelo retorno
13,oie
0,ola dany boa tarde tudo bem sim e com vocaa pea o desculpas por essa demora estou verificando sobre porque ainda na o foi dada sequaancia na troca o processo interno nosso ja foi encaminhado com a troca para o tamanho p
1,conseguem me ajudar por aqui
8,sobre a troca da cala a que comprei quero trocar por um tamanho menor recebi um e mail de vcs no dia <num> <num> <num> respondi mas dps disso na o tive mais retorno
6,td bem
6,ola bom dia
10,dany vou pedir para vocaa me informar qual o seu melhor e mail para que a marca encaminhe as orientaa aues
0,oi dany bom dia desculpa ontem na o ter te dado um retorno a marca havia informado que estaria chegando ontem mesmo
8,como a c o processo da troca
1,mas ficou granded<<
1,meu pedido chegou hj
13,ola
0,eu queria usar nas fotos que irei fazer amanha
1,aiiiin que pena
10,perfeito estamos entrando em contato com a marca e ja lhe posicionamos tivemos alguns problemas com pedidos em funa a o da greve dos correios e isso pode estar atrelado
1,ola dany bom dia
0,vc consegue rastrear o meu pedido
1,e ainda na o chegou
0,eu comprei a cala a pantalona branca no dia <num> <num>
6,ola bom dia
10,ola dany podemos ajudar sim claro
13,ola
10,preciso de uma ajudinha com o meu pedido
6,ola boa tarde
1,imagina estamos por aqui qualquer coisa que precisar
0,ainda hj vou efetuar a compra da cala a
6,mto obrigada
11,ahhh maravilha
10,na <num> s seguimos acompanhando todo o processo ata c sua finalizaa a o
10,ola dany bom dia caso tenha algum problema com o tamanho vocaa pode optar por trocar ou devolver o produto basta nos informar pelo e mail contato curadobia <user> com que iremos encaminhar sua solicitaa a o para a marca responsa vel a marca ira proceder com os pra <num> ximos passos como envio do ca <num> digo de logastica reversa e tudo mais
8,caso na o fique com como funciona a troca
6,bom dia
13,oieee
13,imagina
6,mto obrigada msm
11,maravilha
6,agradea o o feedback
10,estaremos atualizando no site para conter essa tabela que realmente estava faltando
8,seguem as medidas p ca <num> s <num> cm e veste quadril ata c <num> cm m ca <num> s <num> cm e veste um quadril ata c <num> cm g ca <num> s <num> cm e veste um quadril ata c <num> cm
6,ola dany boa tarde tudo bem
3,nan
12,gostaria de saber o tamanho da cintura dessa cala a no tamanho m
6,ola boa noite
11,lindassima
13,d
6,obrigada eu aviso sim gostei bastante vou levar para a cliente
13,oii
1,qualquer coisa me avisa d
10,bom dia julienne como vai conseguiu analisar a selea a o que fiz especificamente para vocaa e sua cliente
6,bom dia julienne o que achou da nossa selea a o edited
1,sigo aqui para qualquer daovida
6,bom dia julienne o que achou da nossa selea a o
6,ola muito obrigada vou ver em breve
10,com certeza vocaa ira encontrar pea as ideais para o seu objetivo nesses links que te mandei julienne qualquer coisa eu sigo aqui para o que vocaa precisar d
0,os bodys da revival sa o excelentes pea as neutras e ba sicas para ter no arma rio e possuem uma ampla grade de tamanhos <url> ala c m disso temos nossos acessa <num> rios <url> bolsas <url> e sapatos <url>
8,todas as pea as da mybasic e da lounge <num> possuem uma ampla grade <url> <url> os produtos da cecilia possuem uma modelagem mais ampla <url> alguns dos produtos da nauanin chegam ata c a numeraa a o xxgg equivalendo a um <num> <url>
0,claro vou separar nossas opa aues disponaveis em tamanhos maiores e te mando aqui d
6,ola julienne bom dia tudo bem que bom receber sua mensagem eu me chamo ana e sou do time curadobia
12,ola bom dia roupas lindas aqui mas na o encontrei muitas opa aues de tamanhos maiores a isso mesmo tenho uma cliente que se enquadraria perfeita nesse estilo mais contempora neo mas a c um tamanho g gg <num> <num> poderiam me sugerir algumas opa aues
3,nan
7,vocaa na o recebeu essa mensagem
7,qual foi a mensagem
1,este a c meu whatsappa
13,ola
10,ola adriana tudo bem te encaminhamos uma mensagem pelo seu whatsapp obrigada por ter entrado em contato conosco
6,muito obrigada
10,email adrianaleitecarvalho <user> com
4,meu tel <num> <num> <num>
10,algua c m poderia entrar em contato comigo por e mail ou whatsapp o site de vcs parece que esta com problemas na o funciona direito na o
0,fiz uma compra de um casaco com vcs e na o vestiu bem gostaria de trocar por uma cala a fresquinha tamanho m
13,ola
10,ola pessoal como va o muito prazer meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a lourie super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
7,curtiu uma mensagem
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
10,ola curadobia tudo bem agradecemos o interesse pela marca para garantir que vocaa receba a atena a o e cuidado adequados pedimos a gentileza de encaminhar mais informaa aues como contatos rede social e portfa <num> lio para mkt conteudo <user> com br nossa equipe de marketing a c especializada nesse assunto dessa forma tenho certeza de que eles avaliara o e se houver interesse entrara o em contato prontamente fique a vontade para entrar em contato caso tenha alguma daovida estamos aqui para ajudar
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a escudero co super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
7,curtiu uma mensagem
3,nan
3,nan
3,nan
3,nan
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br insta <user> oficial o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a aim super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a aylla super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
3,nan
3,nan
7,curtiu uma mensagem
6,obrigada pelo prestagio foi incravel te ter de pertinho hojed d
3,nan
3,nan
7,reagiu com d a sua mensagem
10,elas estara o no curadobia a partir de outubro d
0,amoooo suas rasteiras na o sa o da sua lj mas poderia indicar aonde taam aquela custo benefacio
5,<url>
1,qualquer duvida nos avise ok
10,oi lais boa noite o site esta funcionando normalmente esperamos que consiga finalizar seu pedido agora
1,qualquer coisa sigo aquid
10,oi lais bom dia como vai ana aqui da equipe do curadobia obrigada pelo seu interesse conosco estamos fazendo uma repaginaa a o no site e assim que voltarmos te aviso tudo bem d deg
0,bia td bom na o estou conseguindo finalizar a compra da aregata podrinhaa coloquei os dados do carta o e no campo cvv eu ponho os naomeros mas o sistema ignora que eu coloquei tentei va rias vezes acho que esta com problemaa
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a mareu nitschke super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
3,nan
3,nan
13,d
3,nan
3,nan
3,nan
7,curtiu uma mensagem
3,nan
6,obrigada pela presena a silviad
3,nan
3,nan
3,nan
13,d
0,bom dia gil infelizmente na o trabalhamos com cupom para <num> aa compra ainda mas estamos a disposia a o para sanar qualquer daovida
0,ola tudo bem tem cupom para <num> a compra
13,igualmente
6,muito obrigada tenham um bom fim de semana
10,claro pode enviar para nosso e mail contato curadobia <user> com
7,vocaa poderia me passar o contato dos responsa veis
10,somos uma produtora de a udio visual e achamos que seria interessante apresentar o nosso trabalho e portifa <num> lio
6,tudo bem tamba c m
1,ola tudo bem sim e com vocaa
6,oii tudo bem
12,sua camisa a c linda
0,ola pode comprar o numero certinho mesmo
0,quero comprar mas preciso saber se ela cala a certinho o naomero do cala o o naomero <num> devo comprar o mesmo
10,scorro shared a product
5,<url>
10,oi mariana bom diad o que acha desse modelo que temos no curadobia
12,e a blusa
7,curtiu uma mensagem
0,oi julia tudo bem essa a c da egrey mais antigaa estamos a poucos dias de lana ar novos modelos de jeans de uma nova marca que entrara no curadobia assim que lana armos te mandamos aquid
1,e a cala a a c de onde
6,muito obrigada legal que sou do mesmo tamanho que ela
8,pora c m a c interessante frisar que a modelagem da cala a a c uma cintura no lugar nem cintura baixa e nem cintura alta
8,altura seria <num> <num> cintura <num> quadril <num>
6,ola jaolia bom dia tudo bem
8,gostaria de saber qual a altura e medidas da bia pra entender melhor o tamanho de referaancia
9,julia sent an attachment
13,d
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
1,oi ana a marcia fonseca esta em contato com vc ne vamos conversar sim a fernanda tem mto interesse
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a fernanda yamamoto super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
4,maravilha dd <num> <num>
10,bom dia beatriz tudo bem obrigada por ter entrado em contato conosco vamos te encaminhar uma mensagem pelo nosso whatsapp oficial edited
10,bom dia beatriz tudo bem obrigada por ter entrado em contato conosco vamos entrar em contato com vocaa pelo nosso whatsapp oficial
11,ops a c a blusa pah
6,obrigada
0,mas gostaria de experimentar antes de comprar a possavel meu cel <num> <num> <num>
12,eu amei a blusa branca tcharam d deg
6,ola bom dia
13,ibaaaa
7,curtiu uma mensagem
10,segue o link dele qualquer daovida ou questa o estamos a disposia a o obrigada por nos acompanhar equipe curadobia d
5,<url>
3,nan
0,oi sandra tudo bem passando aqui para te avisar que o jeans preto que vocaa se interessou no nosso reels um tempinho atra s esta disponavel d
6,obrigada beijinhos
10,ola emilia boa noite tudo bem agradecemos demais o feedback e pode ter certeza que uma das preocupaa aues que estamos tendo a c seguir na busca por marcas que tragam opa aues e grades que representam o maior naomero de corpos possavel sobre a tabela de medida estamos buscando ajustar obrigada por nos informar e seguiremos aprimorando cada vez mais bjos d
0,oi bia tudo bem adorei a <user> o nome ficou demais e claro ja fui olhar as pea as na o localizei tabela de medidas porem pelo tamanho das pea as que vc veste o g provavelmente na o vai caber em mim uso <num> <num> a depender da confeca a o pense com carinho em fazer uma curadoria para tamanhos normais desejo muito sucesso nessa nova empreitada que deus te abena oe bjos
10,ola halanna boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nas sanda lias da bia que apareceram em um dos nossos reels agora elas esta o disponaveis no site do curadobia dd segue o link <url> obrigada por nos acompanhar halanna qualquer daovida estamos a disposia a o equipe curadobia d
6,obrigada
12,ola emily td bem segue aqui os detalhes da blusa que gostou qualquer duvida estamos a disposia a o
5,<url>
1,quanto ta essa blusa
3,nan
6,oiiii tudo bem
1,oba a i
7,curtiu uma mensagem
10,claudia pedido confirmado foi uma regata nadadora tamanho m da mybasic correto esperamos que vocaa adore sua comprad
10,oi claudia que mensagem boa ficamos felizes de vocaa gostar dos nossos produtos vou confirmar sua compra e te aviso
0,ola fiz uma compra com vocaas tudo certo
13,d
10,ola carol td bem e vc pode nos enviar para contato curadobia <user> com
10,ola tudo bem teria um contato do responsa vel da marca ou comercial para falarmos obrigada carol d
13,d
7,curtiu uma mensagem
3,nan
3,nan
5,<url>
6,oi anna que bom receber uma mensagem sua feliz que gostou da sanda lia ela a c uma das queridinhas aqui no curadobiad vou te encaminhar o link dela
11,de onde a c a sanda lia linda
0,ola bom dia tudo bem vocaas tem um pdf com o portifolio de produtos que trabalham
10,oi tudo certinho por aa d somos a eicru e trabalhamos com embalagens sustenta veis e personaliza veis feitas em algoda o cru nossos principais produtos sa o d necessaire d saquinhos d ecobags nos identificamos muito com a sua empresa e adoraraamos te apresentar nosso cata logo posso te enviar mais informaa aues pelo e mail ou whatsapp ah tamba c m aceitamos propostas de ora amento ou cobrimos valores de outros fornecedores
3,nan
13,d
13,d
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a l dnim super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
3,nan
3,nan
13,d
13,d
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a iara wisnik super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a projeto zero um super se conecta com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
13,d
6,obrigada pelo prestagio foi incravel te ter de pertinho ontemd d
3,nan
3,nan
3,nan
12,que roupa bonita
13,d
13,a i
10,ola tudo bem meu nome a c leonardo trabalho na importadora <user> <user> vi o instagram da marca e vocaas tem o perfil lulitex muito sofisticaa a o e bom gosto trabalhamos com pronta entrega e importaa a o de tecidos exclusivos de acordo com a demanda do cliente nosso showroom tem um acervo enorme sera um prazer recebe los em uma visita poderia me passar o contato do estilo ou compras desde ja agradea o a atena a o att leonardo josa c e mail leonardo <user> com br pabx <num> <num> <num> <num> whatsapp <num> <num> <num> <num> www lulitex com br
6,obrigada pelo feedback maria
13,obaa d
6,adorei a dica
6,adorei ddd
3,nan
3,nan
3,nan
3,nan
6,obrigada pelo prestagio d d
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
12,bom dia tudo bem enta o eu tenho mito daqueles vestidos com estampas e alguns ata c sa o estampas geoma c tricas e todas as opa aues possaveis como posso fazer que na o fiquem parecendo quando usar aquelas roupas que na o tem nada haver comigo eu estou em uma fase de camisa cala a jeans bem moderna e roupas mais discretas mas a c esses vestido como usar
13,ameiiiiiiii
13,d
13,d
13,d
13,d deg
3,nan
3,nan
1,qualquer outra daovida sigo a disposia a o
1,pode deixar
1,poxaa que penaa quando tiverem me avise por favor
8,oi suzane infelizmente na o estamos com previsa o de reposia a o do tamanho <num> da nossa gladiadorad o
6,bom dia a obrigada dd>>
10,solicitamos a reposia a o para a paula ferber logo mais te atualizaremos sobre o estoque d deg
6,oi suzane bom dia como vocaa esta
4,na o tem mais numeraa a o <num>
0,oi ana obrigada pela resposta bom eu vou continuar na torcida pra esse frete internacional se materializar um dia desses pq a gente quer comprar essas coisas lindas e usar logo na c a infelizmente com o prea o do da <num> lar na o tenho recebido as amigas aqui ta o frequentemente mas a c uma boa ideia tamba c m obrigada
6,obrigada por nos acompanhar d sigo aqui para o que vocaa precisar
10,oi karen que bom receber tua mensagem aqui a c a ana faa o parte do time curadobia realmente na <num> s ainda na o trabalhamos com frete internacional d mas na o deixe de pedir para algua c m te levar nossas pea as quando for te visitar va rias clientes internacionais nossas fazem issod
6,bia vocaa acaba comigo com tantas coisas lindas do curadobia queria muito que tivesse frete internacional canada eu fico aqui babando d
6,ta a <num> timo obrigada
1,qualquer coisa sigo aqui me chamo ana
5,<url>
10,paola nossas vendas sa o realizadas pelo nosso site te encaminho abaixo o link para que vocaa possa acessar e fechar seu pedido
0,vou querer a <num> qual a c sua chave pix
4,valor <num>
8,oi paola como vai temos ela disponavel do tamanho <num> ao <num>
12,oi quanto custa a blusa modernosa tem gg
6,certo obrigada o prazo de entrega sa o <num> dias mesmo
10,ola adriana td bem pode escolher a p atendera sua numeraa a o tranquilamente obrigada time curadobia a
8,ola vcs tem uma tabela de medidas para essa cala a amei e gostaria de escolher o tamanho certo visto <num> e tenho <num> <num> de quadril enta o na o tenho certeza do p ou m poderiam me ajudar no aguardo grata adriana baggio
10,adriana shared a product
8,bom dia gostei muito de uma cala a mais gostaria de ter informaa aues dos tamanhos se te tabela de medidas como faa o para saber poderiam me ajudar no aguardo grata adriana baggio
6,obrigada pelo prestagio foi incravel te atender e receber vocaa de pertinho d d
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
0,oie em breve trarei uma curadobia de bolsas por aqui tmb d
0,bia gosto muito das suas bolsas poderia passar umas dicas na o encontrei no seu site a
13,uhuu
1,oie td bem e vc ainda nao mas em breve tera
1,oiee tudo bem amei a bota tem curadoria dela bjos
6,obrigada
1,vocaa possui interesse em alguma pea a em especafico sigo aqui para o que precisar
10,ola tudo bem que bom receber sua mensagem meu nome a c ana e sou do time curadobia com relaa a o a sua daovida conversei com a pra <num> pria bia e ela nos informou que volumes tamba c m podem funcionar para quem esta um pouco acima desde que tenha um pouco de pele de fora para trazer levezad
8,nao sei se ficaria legal p quem esta um pouco acima do peso
0,gosto muito dos looks mas percebo que ha muito jogo c volumes
13,oiee
13,dd
13,a i a i
1,obrigada pela presena a renata vai arrasar demais com o conjuntinho mascavo nosso antimo terracota d deg
3,nan
3,nan
3,nan
3,nan
0,oi livia boa tarde ana aqui vocaa conseguiu dar uma olhada na jaqueta qualquer coisa sigo aqui para o que vocaa precisar viu
8,praticamos sempre o mesmo valor das marcas o que entrara de extra sera o valor do frete que a c calculado automaticamente se tiver mais alguma daovida nos avise ok
1,meu nome a c ana sigo aqui para o que precisar
5,<url>
0,ola livia td e vc ficamos felizes que gostou dessa jaqueta acredito que tenha sido um erro da lojinha do instagram o valor correto r <num>
3,nan
0,ola tudo bem estou apaixonada por essa jaqueta bacanuda da foto o prea o de <num> pula pra setecentos e tanto na hora de comprar a isso mesmo entra um valor de comissa o na hora da compra
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
3,nan
11,vocaa a c linda e de uma delicadeza admira vel
3,nan
3,nan
3,nan
6,adorei obrigada vcs
7,curtiu uma mensagem
6,obrigada pela presena a a i a i
3,nan
13,d
4,<num>
4,<num>
6,pode me chamar novamente por favor
13,oi
1,na o reconheceu no whats esse naomero
1,seu ddd qual seria
6,muito obrigada
1,podemos falar sim vou te dar um oi no whats para entendermos melhor
6,ola juliana boa tarde tudo bem
12,bom dia comprei esta blusa mas a parte que passa encima do ombro esta solta a assim mesmo podemos falar para eu entender melhor obrigada meu cel <num>
9,juliana sent an attachment
13,obaaa a i a i a i
1,vai super vai amar essa pea a
11,bia sera que a tshirt angela motta branca com uma manga bafa nica vai ter amanha preciso dela
13,super
1,ahh pena mas na hora certa vai dar
6,obrigada a i
6,mas amei a sugesta o ju
0,super ja falei mto com elas mas estao com muitas frentes abertas e nao conseguem fazer mais coisas
1,isso a c curadobia hein
3,nan
1,essa tshirt vai estar no evento namoro tanto ela
3,nan
7,curtiu uma mensagem
0,um dos meus modelos favoritos do site todinh
11,uma coisa de lindo
13,d
7,curtiu uma mensagem
3,nan
3,nan
3,nan
6,ola tudo bem ana e vc que bacanaa vou passar o whatsapp da maia pode falar com ela por gentileza <num> <num>
10,ola pessoal como va o meu nome a c ana e trabalho junto com a bia paes de barros no curadobia com br o curadobia a c um marketplace que nasceu com o propa <num> sito de reunir em um sa <num> lugar pea as que fazem toda a diferena a no arma rio e ao mesmo tempo sa o fa ceis de usar os chamados neutros com tcharanz acreditamos que a marca de vocaas pode se conectar com essa proposta com quem poderia conversar para falar mais sobre aguardo vocaas
6,obrigada pelo prestagio foi incravel te ter de pertinho hojed d
3,nan
8,temos ela ainda no tamanho <num> e <num>
0,para adquirir essa pea a basta clicar no link da jaqueta e finalizar a compra pelo site <url>
6,ola marilene boa noite tudo bem
0,tenho interesse nessa jaqueta
9,marilene sent an attachment
7,curtiu uma mensagem
10,ola juliana boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nos sapatos da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd segue o link <url> obrigada por nos acompanhar juliana qualquer daovida estamos a disposia a o equipe curadobia d
6,vou amanha obrigada
1,acho melhor sim esta um pouco certa demais
1,acha melhor pegar maior
3,nan
11,lindaaaa
6,mas que bom que achou conforta vel
1,um tiquinho por conta do bico fino mesmo
0,oii comprei a bico fino o dedo fica um pouquinho de lado pra fora na c mas super conforta vel
7,curtiu uma mensagem
11,super normal a forma
8,na o tenho nada da paula ferber a numeraa a o a c normal a forma
6,legal obrigada
8,com certeza nao exatamente por isso que pensamos nesse material que se molda nos pes d
1,eu amei a que tem a ponta duvida tem que ter tornozelo fino obrigada
9,andrea sent an attachment
3,nan
5,<url>
9,brenda sent an attachment
9,brenda sent an attachment
9,brenda sent an attachment
9,brenda sent an attachment
5,<url>
9,brenda sent an attachment
5,<url>
5,<url>
5,<url>
5,<url>
5,<url>
7,curtiu uma mensagem
5,<url>
5,<url>
5,<url>
1,caraca muito
1,olha que legal essa ideia
9,you sent an attachment
5,<url>
5,<url>
5,<url>
5,<url>
5,<url>
5,<url>
5,<url>
5,<url>
9,brenda sent an attachment
11,d body mybasic
7,curtiu uma mensagem
9,you sent an attachment
6,eu estou vendo mesmo que esta demorando mas super obrigada bom final de semana brenda
1,mas acho que esta aprocessandoa para subir tudo
10,bia eu terminei de subir os produtos pora c m acho que esta com um delay amanha vou ver se terminou de atualizar na plataforma ta tudo certinho <num> categorias que criei com todo produtos descria a o vadeos etc
7,toque em continuar para aceitar ou recusar o pedido
3,nan
7,toque em continuar para aceitar ou recusar o pedido
3,nan
9,olivve sent an attachment
13,d
13,d
3,nan
6,obrigada
10,ola boa tarde tudo bem estamos entrando em contato porque identificamos que ha um tempo vocaa demonstrou interesse nas sanda lias da bia que apareceram em um dos nossos reels agora eles esta o disponaveis no site do curadobia dd segue o link <url> obrigada por nos acompanhar qualquer daovida estamos a disposia a o equipe curadobia d
0,aqui ou nas lojas da paula ferber
13,dd
5,<url>
0,onde posso comprar
3,nan
10,ola pessoal tudo bem sou a lala cunha <user> e vim contar um pouco sobre o <user> estamos em sp e fazemos fotografia vadeos em formato reels direa a o de arte e styling para marcas de acordo com a sua necessidade fazemos trabalhos exclusivos para as marcas e em breve final de mara o tamba c m faremos o nosso pra <num> ximo shooting collab uma dia ria criada para incluir va rias marcas que taam produtos a serem fotografados necessitam de um material de qualidade mas que na o querem ter um alto valor de investimento nisso o proximo collab sera em uma locaa a o linda e as modelos foram escolhidas a dedo e acho que combina muito com a marca de voces abaixo mando mais infos vamos conversar sobre essas possibilidades fico aqui a disposia a o abraa os lala <num> <num>
10,boa tarde pamela deu tudo certo com a sua experiaancia no site se precisar estamos aqui
1,qualquer coisa seguimos aquid
10,bom dia pamela tudo bem revisamos aqui o nosso sistema e fizemos testes e tudo parece funcionar bem esperamos que vocaa tenha uma boa experiaancia agora o que aconselhamos tamba c m a c entrar no site pelo google chrome caso vocaa ainda na o tenha acessado por la aoi vou te encaminhar os links dos produtos que vocaa nos encaminhou <url> <url> <url> <url> <url>
12,as duas camisas o body a cala a e o colar eu visto p
3,nan
