texto,intent
"Oiii! Tudo bem? Me chamo Caroline sou formada em Marketing e trabalho como Social Media tem um tempinho, estou a procura de uma nova oportunidade no mercado de trabalho. Gostaria de saber se tem um espacinho no time de vocês, vou deixar o meu número, e-mail e portfólio. Caso queria marcar uma call para falarmos mais estou por aqui. Cel: (11) 94443-8896 E-mail: cspereiramkt@gmail.com Portfólio: https://cspereira.my.canva.site/ Obrigada desde já 💖",disponibilidade
🖤🖤🖤,outros
Não estou conseguindo entrar no site para fazer compra,outros
"Ok, obrigada.",agradecimento
"Não gosto de nada apertado, mas essa blusa tem um Shane mais ajustado. Daí fiquei na dúvida.",disponibilidade
M,duvida_tamanho
"Bom dia. Estou interessada na blusa PAH, mas estou em dúvida quanto ao tamanho. Minhas medidas: busto 92 cm e cintura 75 cm.",duvida_tamanho
Ok!! Entendi. Obrigada pelo retorno. Um abraço,agradecimento
"Como uma crítica construtiva, vcs deveriam mandar um e-mail para confirmar o pedido. Compro bastante on-line e sempre vem o e-mail do status do pedido!! O cliente fica mais seguro da compra.",duvida_tamanho
Olá!! Obrigada. Qual a previsão de entrega?,prazo_entrega
Ok! Obrigada. Vi que foi lançado no meu cartão de crédito.,preco_pagamento
Boa tarde!! Fiz um pedido de uma blusa Brilhei no dia 13/01. Não recebi nenhum e-mail de confirmação. Será que está tudo certo? Meu nome é Cristiane Rocha Loures Brenner.,saudacao
Sua roupa jeans é de onde?,outros
Ebaaaaa,outros
Obrigada. No aguardo que seja disponibilizado o envio.,agradecimento
Reagiu com 😢 à sua mensagem,outros
Boa tarde. Gostaria de saber se vocês enviam para fora do Brasil. Obrigada.,saudacao
Ahh Reptilia adoro,outros
Olá! Esse conjunto ainda não está disponvel no site de vcs né ? Poderia me dizer se onde é?,saudacao
Obrigada,agradecimento
Oi! Esse conjunto marrom é vendido também ?,saudacao
😍,outros
Ok obrigada,agradecimento
Boa noite ! Haverá reposição da saia única preta no tamanho 1 ?,duvida_tamanho
"Não vou trocar , vou tentar reduzir o gancho",troca_devolucao
Tudo bem,outros
"De todo modo , agradeço por perguntar",outros
Mas a experiência de compra não foi legal,outros
"O produto é lindo , apesar de ter ficando um pouco grande",outros
Por muito pouco a minha frustração seria ainda maior,outros
Muito tenso,outros
E o body me chega HOJE,outros
Paguei Sedex porque estou indo hoje pra Londres e queria levar o body,outros
"Enfim , por muito pouco não me atende",outros
Precisei escrever em uma postagem,outros
No e-mail da nota fiscal não tem nada,disponibilidade
Não tem um link de comunicação no WhatsApp,disponibilidade
E achei muito difícil o contato com vcs,outros
Então era pra ter pago menos a meu ver,outros
Mas paguei por uma coisa que não recebi,outros
Chegou,outros
???,outros
Com quem falo B,outros
Era pra ter chegado ontem,outros
Mas a peça ainda não chegou,outros
Comprei um body e paguei frete de 7 dias úteis pra levar pra uma viagem agora na sexta,prazo_entrega
Como falo com alguém daí,outros
Olá,saudacao
👏,outros
Muito obrigada pela atenção!,agradecimento
Tá joia.,outros
Estou vendo pelo celular sim.,outros
"Boa tarde! Na página da Regata podrinha cinza eu não consigo ver as medidas dos tamanhos acima do G, que são justamente o que visto. Poderia me enviar essas medidas dos tamanhos GG e XGG, por favor?",outros
Obrigada,agradecimento
Ok,outros
"Estou com duvidas sobre o tamanho da saia Unica, visto 42 , mas as medidas no quadro de tamanhos parecem grandes, mas existe a informação de que o tamanho 1 corresponde ao 36….",duvida_tamanho
Boa noite.,saudacao
É o pedido 502!,outros
"Tranquilo, obrigada!",agradecimento
"Na verdade foi o porteiro, rs!",outros
Sim!,outros
"Olá meninas, tudo bem? Comprei a saia preta da d aura em outubro, precisei trocar (foram rapidíssimos), mas só hoje eu soube que não levaram a sacola com a peça a ser trocada (ficou este tempo todo na minha portaria). Como faço?",troca_devolucao
Já comprei! E acabou de chegar!!,outros
"Deixa eu tirar outra dúvida, vc faz consultoria de imagem/estilo tb? Se sim, como funciona?",outros
Ah que bom!! É lindíssima!! Parabéns.,outros
Consegue me informar de onde é essa sandália?,outros
"Ola, tudo bem? Meu nome é Gisela, acabei de fazer um pedido.",saudacao
Olá! Como tirar dúvidas de tamanho da peça?,duvida_tamanho
"Oi, as compras são direto no site?",saudacao
👏,outros
Obrigada pelo retorno!,agradecimento
"Claro, mando tudo la",outros
"Oi Bia, tudo bem? Me chamo Alice, sou sócia da Monti, uma marca de moda que preza por estilo atemporal e peças de qualidade. Estamos buscando consultoras de imagem parceiras para recomendar nossas peças aos seus clientes, e pensei que poderíamos criar algo bem legal juntas! O que acha de agendarmos um papo para te contar mais sobre a nossa história e a ideia de parceria? Fico no aguardo!",pedido_sugestao
"Ótimo, me avise por favor. Um abraço e obrigada",agradecimento
"Oi Ana boa tarde! Obrigada pelo contato. Sim, estou interessada. Tentei comprar após a mensagem da Bia mas ainda estava indisponível",saudacao
"Oi, pessoal, tudo bem? Mariele da Icon aqui. Adoraria apresentar a agência e os talentos que representamos para vocês. Acredito que temos uma super sinergia e que seria lindo colaborarmos futuramente! Qual o melhor contato para falarmos disso, por favor? Muito obrigada!",saudacao
"Ola meninas seguem meus contatos: +1(917)868-9790 Daniela.masson@hotmail.com Muito bom falar com vcs ontem, obrigada ! Falamos na sequência por WhatsApp 🌷",onde_comprar
Obrigada ! Até lá,agradecimento
Daniela.masson@hotmail.com,outros
Fechado 3pm brasil !,outros
"Acho ótimo. Pode ser segunda 29 na parte da tarde. Estamos com 4horas de fuso, qual horário seria bom pra vc?",outros
https://www.instagram.com/queensgatestore?igsh=Mjc0c2g5cHNmN25k&utm_source=qr,onde_comprar
Feliz demais q vc gostou ! ☺️☺️☺️ me fala como funciona melhor pra vc e marcamos um call,outros
"Ola Bia sou a Daniela e gostaria de apresentar minha marca pra vc, a Queens Gate. Minha sócia e eu já te acompanhamos tem um bom tempo e somos muito fãs! A sua curadoria com seus ""neutros com tcharanz"" reforçou a vontade de apresentar o conceito da nossa marca pra vc. Vamos completar 1 ano em agosto e adoraríamos um bate papo com vc pra contar nossa história e nossos planos. Moro em Londres e minha sócia em SP e vou deixar meu WhatsApp pessoal por conta do fuso aqui e mando o link do nosso insta pra vc dar uma olhadinha 😉 Obrigada ! +1(917)868-9790",disponibilidade
"Olá!! Bom dia!! Sou muito fã da Bia, mas nunca comprei no Curadoria. Uma dúvida: como faço para escolher um tamanho com mais segurança? Tem uma tabela de medidas para servir de referência? Obrigada",duvida_tamanho
Ok. Obrigada 😊,agradecimento
Qual o endereço???,outros
😍,outros
Nossa . Perfeito,agradecimento
Muito estilo,outros
Vc teria alguma informação sobre a minha encomenda?,outros
Bom dia,saudacao
Parece que o contato por aqui não é satisfatório...,outros
"Vc poderia checar se houve algum problema com os correios de São Paulo, pois nem chegou no correio de Curitiba",outros
"Boa tarde. Estava previsto pra chegar hoje minha encomenda, porém nada foi entregue",saudacao
Obrigada,agradecimento
Por onde posso acompanhar o envio da minha compra?,outros
Como eu poderia rastrear minha compra?,prazo_entrega
Olá,saudacao
🥰,outros
Eu não recebi email confirmando a compra...,outros
Compra realizada,outros
Obrigada Ana!!,agradecimento
Maravilha,outros
Certo. Qual o link da compra?,outros
Tô de olho faz tempooo,outros
37?? Não creio,outros
Yes!!,outros
"Eu quero sim, mas vc poderia me enviar a foto do modelo só pra eu confirmar",outros
E tem ela preta?,disponibilidade
Essa gladiadora!! Qual o número? Tem 37??,disponibilidade
"Ainda não , super correria",outros
Macacão precisa ser mais soltinho,outros
Obrigada pelo retorno,agradecimento
Vou checar as minhas medidas e volto com Vcs,duvida_tamanho
E quadril ?,duvida_tamanho
"E em outras , 42",duvida_tamanho
"Pois sou , em algumas marcas , 44",duvida_tamanho
Teria as medidas do 42,duvida_tamanho
"Por favor , me interessei por este macacão . Quais tamanhos e como comprar ?",duvida_tamanho
"Bom dia! Sou a Gianina Marques, mineira, mãe e autora de joias artesanais. Gostaria de deixar meu insta para vcs conhecerem minhas joias feita com carinho e totalmente exclusiva. Aguardo o retorno de vcs q tem tanto conhecimento na área. Desde já obrigada! @gianinamarques",disponibilidade
Endereço,outros
Como comprar ?,onde_comprar
Eu amo todos os seus looks! Combina 100% com o meu estilo! Queria ter todas as peças para mim! Pena que moro do outro lado do mundo.,pedido_sugestao
Não consigo deixá-la deste jeito,outros
Ai..me Ajuda com o vídeo …. Ainda não usei a blusa!!,outros
Que legal! Vai ajudar muito!,agradecimento
Obrigada,agradecimento
Bom dia! Consegue me mandar o vídeo?,saudacao
Já tentei três vezes. Será que pode ser o tamanho?,duvida_tamanho
"Boa tarde! Comprei a blusa Pah , mas não consigo deixá-la parecida como da foto… acho que estou usando de forma errada… tem alguma tutorial de como vesti-la ? Rs",outros
"Oie!!! São lindas... porém aquele modelo foi o que mais me agradou...mas tranquilo, super obrigada pela atenção",saudacao
Oie!! Essa calça vai ter reposição na curadoria?,disponibilidade
😍,outros
Reagiu com 👍 à sua mensagem,outros
"Linda calça, qual é a marca?",outros
👏,outros
😍,outros
Falamos por lá,outros
Ok,outros
Estou tentando contato para devolução de mercadoria e ninguém me atende! Nem por WhatsApp e nem e-mail. Comprei um vestido que quero devolver. Como devo proceder? Cristina Hees 11 970499507,troca_devolucao
Beijos,despedida
Mas super entendi e aproveito pra agradecer e elogiar seu trabalho,outros
É fato! Perguntei pois está a procurando uma peça e não encontrava,outros
"Tudo bem Bia Gostaria muito de saber se nesta sua plataforma vc assiste aos clientes em encontrar produtos, lojas, etc?",outros
Olá Bia Tudo bem?,saudacao
Obaaaa,outros
PARABÉNS!!! Excelente ideia!!! Vim pelo insta da Glória Kalil 😍 - Torcendo por mais um SUCESSO!,onde_comprar
Uauuu ameiii! Linda saia!,outros
👏,outros
